,Close,Oil Close,Gold Close,daily_increase
2017-03-04,1255.71,53.33,$1356.90,6385.416666666046
2017-03-05,1267.29,53.33,$1356.90,6400.0
2017-03-06,1272.72,53.19,$1355.90,6400.0
2017-03-07,1223.8,52.68,$1346.50,6400.0
2017-03-08,1151.83,49.83,$1339.80,6400.0
2017-03-09,1188.35,48.75,$1333.60,6450.0
2017-03-10,1116.42,48.05,$1331.80,6450.0
2017-03-11,1175.21,48.05,$1331.80,6450.0
2017-03-12,1221.39,48.05,$1331.80,6375.0
2017-03-13,1231.75,47.95,$1333.50,6375.0
2017-03-14,1240.06,47.24,$1333.00,6375.0
2017-03-15,1249.56,48.34,$1331.10,6464.0625
2017-03-16,1188.54,48.3,$1357.50,6464.0625
2017-03-17,1099.57,48.34,$1360.60,6464.0625
2017-03-18,973.313,48.34,$1360.60,6464.0625
2017-03-19,1038.05,48.34,$1360.60,6435.9375
2017-03-20,1053.31,47.79,$1364.40,6435.9375
2017-03-21,1119.92,47.02,$1376.90,6435.9375
2017-03-22,1049.38,47.29,$1380.10,6403.125
2017-03-23,1038.33,47.0,$1377.60,6403.125
2017-03-24,935.192,47.3,$1378.90,6403.125
2017-03-25,974.799,47.3,$1378.90,6396.875
2017-03-26,964.909,47.3,$1378.90,6396.875
2017-03-27,1046.4,47.02,$1386.10,6396.875
2017-03-28,1047.49,48.36,$1386.00,6396.875
2017-03-29,1039.68,49.47,$1384.10,6412.5
2017-03-30,1026.28,50.3,$1375.40,6412.5
2017-03-31,1071.45,50.54,$1377.70,6412.5
2017-04-01,1080.28,50.54,$1377.70,6412.5
2017-04-02,1102.04,50.54,$1377.70,6487.5
2017-04-03,1142.26,50.25,$1381.20,6487.5
2017-04-04,1132.8,50.99,$1385.60,6487.5
2017-04-05,1124.33,51.14,$1375.70,6462.5
2017-04-06,1183.28,51.69,$1380.50,6462.5
2017-04-07,1176.21,52.25,$1384.50,6462.5
2017-04-08,1175.65,52.25,$1384.50,6488.020833333954
2017-04-09,1188.05,52.25,$1384.50,6488.020833333954
2017-04-10,1186.58,53.06,$1381.10,6488.020833333954
2017-04-11,1205.76,53.38,$1401.40,6488.020833333954
2017-04-12,1200.85,53.12,$1405.30,6436.979166666046
2017-04-13,1169.01,53.19,$1415.70,6436.979166666046
2017-04-14,1167.81,53.19,$1415.70,6436.979166666046
2017-04-15,1172.48,53.19,$1415.70,6400.0
2017-04-16,1183.19,53.19,$1415.70,6400.0
2017-04-17,1193.99,52.62,$1419.10,6400.0
2017-04-18,1211.68,52.46,$1421.30,6400.0
2017-04-19,1209.93,50.49,$1410.60,6497.916666666046
2017-04-20,1229.01,50.26,$1411.00,6497.916666666046
2017-04-21,1221.54,49.64,$1416.30,6497.916666666046
2017-04-22,1232.13,49.64,$1416.30,6414.583333333954
2017-04-23,1206.77,49.64,$1416.30,6414.583333333954
2017-04-24,1250.35,48.9,$1404.70,6414.583333333954
2017-04-25,1265.3,49.22,$1394.40,6414.583333333954
2017-04-26,1281.09,49.22,$1391.40,6475.0
2017-04-27,1317.93,48.96,$1393.10,6475.0
2017-04-28,1316.84,49.31,$1395.50,6475.0
2017-04-29,1321.53,49.31,$1395.50,6412.5
2017-04-30,1347.91,49.31,$1395.50,6412.5
2017-05-01,1422.5,48.83,$1382.70,6412.5
2017-05-02,1452.84,47.65,$1384.20,6412.5
2017-05-03,1488.82,47.79,$1375.70,6412.5
2017-05-04,1533.93,45.55,$1355.80,6412.5
2017-05-05,1555.89,46.23,$1354.10,6412.5
2017-05-06,1578.7,46.23,$1354.10,6412.5
2017-05-07,1596.72,46.23,$1354.10,6412.5
2017-05-08,1723.03,46.46,$1354.30,6412.5
2017-05-09,1754.51,45.84,$1343.30,6437.5
2017-05-10,1780.69,47.28,$1346.10,6437.5
2017-05-11,1847.56,47.81,$1351.40,6437.5
2017-05-12,1723.97,47.83,$1354.90,6437.5
2017-05-13,1796.03,47.83,$1354.90,6400.0
2017-05-14,1804.8,47.83,$1354.90,6400.0
2017-05-15,1741.64,48.86,$1357.20,6400.0
2017-05-16,1735.58,48.64,$1363.60,6462.5
2017-05-17,1828.84,49.04,$1385.90,6462.5
2017-05-18,1900.26,49.36,$1380.00,6462.5
2017-05-19,1985.77,50.32,$1380.80,6437.5
2017-05-20,2075.53,50.32,$1380.80,6437.5
2017-05-21,2042.66,50.32,$1380.80,6437.5
2017-05-22,2149.53,50.81,$1388.60,6437.5
2017-05-23,2320.82,51.12,$1382.70,6404.6875
2017-05-24,2447.51,50.99,$1380.30,6404.6875
2017-05-25,2323.44,48.57,$1383.60,6404.6875
2017-05-26,2204.82,49.58,$1395.30,6457.8125
2017-05-27,2027.72,49.58,$1395.30,6457.8125
2017-05-28,2157.05,49.58,$1395.30,6457.8125
2017-05-29,2248.67,49.58,$1395.30,6400.0
2017-05-30,2159.44,49.63,$1389.30,6400.0
2017-05-31,2289.12,48.29,$1399.20,6400.0
2017-06-01,2401.8,48.32,$1394.20,6425.0
2017-06-02,2481.16,47.68,$1404.00,6425.0
2017-06-03,2557.05,47.68,$1404.00,6425.0
2017-06-04,2522.07,47.68,$1404.00,6412.5
2017-06-05,2679.51,47.4,$1406.50,6412.5
2017-06-06,2868.07,48.13,$1421.30,6412.5
2017-06-07,2735.64,45.8,$1417.00,6412.5
2017-06-08,2805.79,45.68,$1403.30,6412.5
2017-06-09,2813.33,45.82,$1395.20,6412.5
2017-06-10,2950.99,45.82,$1395.20,6412.5
2017-06-11,2964.08,45.82,$1395.20,6400.0
2017-06-12,2672.34,46.1,$1392.70,6400.0
2017-06-13,2720.72,46.41,$1392.40,6400.0
2017-06-14,2502.58,44.79,$1399.70,6425.0
2017-06-15,2459.19,44.47,$1378.40,6425.0
2017-06-16,2519.58,44.73,$1380.30,6425.0
2017-06-17,2656.57,44.73,$1380.30,6425.0
2017-06-18,2547.97,44.73,$1380.30,6400.0
2017-06-19,2594.12,44.24,$1370.50,6400.0
2017-06-20,2718.49,43.34,$1367.30,6400.0
2017-06-21,2693.21,42.48,$1369.60,6441.666666666046
2017-06-22,2704.41,42.53,$1373.20,6441.666666666046
2017-06-23,2740.77,42.86,$1380.20,6441.666666666046
2017-06-24,2610.05,42.86,$1380.20,6441.666666666046
2017-06-25,2589.86,42.86,$1380.20,6408.333333333954
2017-06-26,2421.54,43.24,$1370.20,6408.333333333954
2017-06-27,2536.53,44.25,$1370.70,6408.333333333954
2017-06-28,2582.24,44.74,$1372.90,6408.333333333954
2017-06-29,2541.86,44.88,$1369.60,6406.25
2017-06-30,2483.7,46.02,$1366.10,6406.25
2017-07-01,2435.57,46.02,$1366.10,6406.25
2017-07-02,2511.31,46.02,$1366.10,6443.75
2017-07-03,2567.0,46.02,$1343.00,6443.75
2017-07-04,2602.27,46.02,$1343.00,6443.75
2017-07-05,2602.12,45.11,$1345.50,6400.0
2017-07-06,2610.6,45.52,$1347.10,6400.0
2017-07-07,2520.75,44.25,$1333.50,6400.0
2017-07-08,2567.87,44.25,$1333.50,6400.0
2017-07-09,2517.59,44.25,$1333.50,6443.229166666046
2017-07-10,2366.4,44.4,$1337.00,6443.229166666046
2017-07-11,2340.78,45.06,$1338.50,6443.229166666046
2017-07-12,2399.01,45.48,$1342.90,6406.770833333954
2017-07-13,2360.24,46.06,$1341.10,6406.770833333954
2017-07-14,2226.36,46.53,$1351.30,6406.770833333954
2017-07-15,2007.37,46.53,$1351.30,6403.125
2017-07-16,1922.72,46.53,$1351.30,6403.125
2017-07-17,2225.04,46.02,$1357.50,6403.125
2017-07-18,2329.8,46.4,$1365.70,6409.375
2017-07-19,2283.08,47.1,$1365.80,6409.375
2017-07-20,2801.6,46.73,$1369.30,6409.375
2017-07-21,2665.27,45.78,$1378.70,6409.375
2017-07-22,2810.37,45.78,$1378.70,6387.5
2017-07-23,2731.29,45.78,$1378.70,6387.5
2017-07-24,2757.5,46.21,$1378.10,6387.5
2017-07-25,2571.07,47.77,$1375.90,6425.0
2017-07-26,2527.5,48.58,$1373.20,6425.0
2017-07-27,2671.57,49.05,$1383.80,6425.0
2017-07-28,2809.01,49.72,$1392.20,6462.5
2017-07-29,2729.69,49.72,$1392.20,6462.5
2017-07-30,2752.85,49.72,$1392.20,6462.5
2017-07-31,2872.31,50.21,$1390.40,6412.5
2017-08-01,2713.63,49.19,$1396.40,6412.5
2017-08-02,2711.93,49.6,$1395.60,6412.5
2017-08-03,2802.24,49.03,$1391.60,6412.5
2017-08-04,2899.33,49.57,$1381.80,6400.0
2017-08-05,3253.94,49.57,$1381.80,6400.0
2017-08-06,3218.02,49.57,$1381.80,6400.0
2017-08-07,3374.01,49.37,$1381.90,6405.729166666046
2017-08-08,3419.01,49.07,$1379.80,6405.729166666046
2017-08-09,3345.37,49.59,$1396.50,6405.729166666046
2017-08-10,3391.23,48.54,$1407.30,6405.729166666046
2017-08-11,3654.33,48.81,$1411.20,6436.458333333954
2017-08-12,3883.17,48.81,$1411.20,6436.458333333954
2017-08-13,4062.87,48.81,$1411.20,6436.458333333954
2017-08-14,4306.43,47.59,$1407.60,6469.791666666046
2017-08-15,4181.96,47.57,$1396.90,6469.791666666046
2017-08-16,4374.59,46.8,$1400.10,6469.791666666046
2017-08-17,4349.1,47.07,$1409.60,6469.791666666046
2017-08-18,4128.86,48.59,$1408.80,6450.520833333954
2017-08-19,4202.15,48.59,$1408.80,6450.520833333954
2017-08-20,4108.93,48.59,$1408.80,6450.520833333954
2017-08-21,4001.47,47.39,$1413.90,6400.0
2017-08-22,4099.95,47.65,$1408.20,6400.0
2017-08-23,4149.94,48.45,$1411.90,6400.0
2017-08-24,4346.28,47.24,$1409.20,6400.0
2017-08-25,4367.18,47.65,$1415.10,6400.0
2017-08-26,4333.51,47.65,$1415.10,6400.0
2017-08-27,4379.94,47.65,$1415.10,6400.0
2017-08-28,4381.98,46.4,$1432.50,6400.0
2017-08-29,4576.33,46.46,$1436.10,6400.0
2017-08-30,4568.66,45.96,$1431.30,6375.0
2017-08-31,4704.98,47.26,$1439.40,6375.0
2017-09-01,4879.76,47.32,$1447.60,6375.0
2017-09-02,4568.28,47.32,$1447.60,6437.5
2017-09-03,4581.11,47.32,$1447.60,6437.5
2017-09-04,4224.22,47.32,$1447.60,6437.5
2017-09-05,4384.54,48.63,$1461.70,6387.5
2017-09-06,4593.39,49.13,$1456.20,6387.5
2017-09-07,4603.03,49.1,$1467.50,6387.5
2017-09-08,4224.81,47.44,$1468.40,6425.520833333954
2017-09-09,4232.76,47.44,$1468.40,6425.520833333954
2017-09-10,4122.58,47.44,$1468.40,6425.520833333954
2017-09-11,4163.2,48.06,$1452.90,6449.479166666046
2017-09-12,4141.68,48.21,$1449.90,6449.479166666046
2017-09-13,3880.49,49.3,$1445.20,6449.479166666046
2017-09-14,3153.86,49.86,$1446.50,6425.0
2017-09-15,3638.95,49.9,$1442.40,6425.0
2017-09-16,3620.74,49.9,$1442.40,6425.0
2017-09-17,3583.22,49.9,$1442.40,6425.0
2017-09-18,4056.1,49.88,$1428.00,6425.0
2017-09-19,3928.4,49.54,$1427.80,6425.0
2017-09-20,3917.47,50.29,$1433.60,6400.0
2017-09-21,3631.03,50.58,$1412.00,6400.0
2017-09-22,3635.53,50.33,$1414.70,6400.0
2017-09-23,3796.46,50.33,$1414.70,6387.5
2017-09-24,3689.71,50.33,$1414.70,6387.5
2017-09-25,3923.13,51.85,$1428.70,6387.5
2017-09-26,3894.73,51.59,$1418.90,6387.5
2017-09-27,4199.28,52.14,$1405.00,6400.0
2017-09-28,4177.53,51.62,$1405.90,6400.0
2017-09-29,4128.299490565,51.67,$1402.00,6400.0
2017-09-30,4312.820212865,51.67,$1402.00,6387.5
2017-10-01,4361.139973296,51.67,$1402.00,6387.5
2017-10-02,4384.188461181,50.59,$1393.00,6387.5
2017-10-03,4311.980090613,50.44,$1391.80,6387.5
2017-10-04,4235.080828484,50.0,$1394.00,6412.5
2017-10-05,4311.095697472,50.79,$1390.40,6412.5
2017-10-06,4349.048323372,49.34,$1392.10,6412.5
2017-10-07,4401.216587405,49.34,$1392.10,6450.0
2017-10-08,4594.79146643,49.34,$1392.10,6450.0
2017-10-09,4778.265492237,49.58,$1402.20,6450.0
2017-10-10,4770.680471294,50.93,$1411.00,6425.0
2017-10-11,4813.907853771,51.3,$1406.10,6425.0
2017-10-12,5451.116000713,50.61,$1413.70,6425.0
2017-10-13,5648.555273456,51.43,$1421.80,6425.0
2017-10-14,5794.824898453,51.43,$1421.80,6387.5
2017-10-15,5671.364511749,51.43,$1421.80,6387.5
2017-10-16,5715.959489158,51.86,$1420.20,6387.5
2017-10-17,5608.72041308,51.87,$1403.40,6412.5
2017-10-18,5586.322399706,52.05,$1400.20,6412.5
2017-10-19,5666.941921215,51.29,$1407.20,6412.5
2017-10-20,6000.942901889,51.63,$1397.70,6412.5
2017-10-21,6035.445672707,51.63,$1397.70,6412.5
2017-10-22,6018.877566805,51.63,$1397.70,6412.5
2017-10-23,5946.926591898,51.91,$1398.10,6387.5
2017-10-24,5526.928735913,52.32,$1395.50,6387.5
2017-10-25,5725.302354213,51.97,$1396.20,6387.5
2017-10-26,5897.44143375,52.41,$1386.80,6387.5
2017-10-27,5752.4485646,53.92,$1389.00,6387.5
2017-10-28,5739.102224984,53.92,$1389.00,6387.5
2017-10-29,6146.589797876,53.92,$1389.00,6387.5
2017-10-30,6086.122428903,54.11,$1394.90,6425.0
2017-10-31,6443.118173836,54.36,$1387.70,6425.0
2017-11-01,6751.169850192,54.32,$1394.50,6425.0
2017-11-02,7083.6023655,54.55,$1395.30,6400.0
2017-11-03,7207.199066492,55.63,$1386.40,6400.0
2017-11-04,7391.414501478,55.63,$1386.40,6400.0
2017-11-05,7392.794234066,55.63,$1386.40,6400.0
2017-11-06,7046.31279989,57.34,$1398.80,6425.0
2017-11-07,7168.998589105,57.19,$1393.00,6425.0
2017-11-08,7486.64879677,56.82,$1400.90,6425.0
2017-11-09,7149.000472163,57.16,$1404.70,6425.0
2017-11-10,6613.680938331,56.75,$1391.40,6400.0
2017-11-11,6356.625594187,56.75,$1391.40,6400.0
2017-11-12,5991.383038848,56.75,$1391.40,6400.0
2017-11-13,6577.853346834,56.77,$1396.10,6400.0
2017-11-14,6647.346079806,55.67,$1400.10,6400.0
2017-11-15,7322.818342661,55.28,$1394.90,6400.0
2017-11-16,7849.171538248,55.14,$1395.40,6400.0
2017-11-17,7738.847173785,56.21,$1413.70,6400.0
2017-11-18,7786.062737767,56.21,$1413.70,6400.0
2017-11-19,8023.985992887,56.21,$1413.70,6400.0
2017-11-20,8216.796397136,56.21,$1392.50,6400.0
2017-11-21,8100.19521598,56.84,$1398.90,6428.645833333954
2017-11-22,8235.703376596,57.88,$1409.40,6428.645833333954
2017-11-23,8079.707292324,57.88,$1409.40,6428.645833333954
2017-11-24,8268.087281862,58.94,$1404.50,6433.854166666046
2017-11-25,8820.874113671,58.94,$1404.50,6433.854166666046
2017-11-26,9359.825973887,58.94,$1404.50,6433.854166666046
2017-11-27,9845.460026237,58.1,$1411.60,6412.5
2017-11-28,10165.721114119,57.96,$1412.10,6412.5
2017-11-29,9780.735747872,57.25,$1399.30,6412.5
2017-11-30,10273.825569864,57.4,$1390.40,6412.5
2017-12-01,10967.664817444,58.35,$1396.00,6412.5
2017-12-02,11052.132884524,58.35,$1396.00,6412.5
2017-12-03,11304.617026381,58.35,$1396.00,6412.5
2017-12-04,11645.096035778,57.48,$1391.50,6400.0
2017-12-05,11896.907904795,57.66,$1378.70,6400.0
2017-12-06,14063.249148977,55.79,$1379.90,6437.5
2017-12-07,18074.175480727,56.5,$1366.90,6437.5
2017-12-08,16592.803823287,57.15,$1362.20,6437.5
2017-12-09,15082.847365234,57.15,$1362.20,6437.5
2017-12-10,15565.861910816,57.15,$1362.20,6387.5
2017-12-11,16774.994581389,57.84,$1360.70,6387.5
2017-12-12,16798.025540273,57.12,$1355.50,6387.5
2017-12-13,16225.024397943,56.59,$1362.40,6448.958333333954
2017-12-14,16454.932615977,57.0,$1370.90,6448.958333333954
2017-12-15,17650.289757329,57.29,$1371.30,6448.958333333954
2017-12-16,19427.474509164,57.29,$1371.30,6426.041666666046
2017-12-17,19156.710367786,57.29,$1371.30,6426.041666666046
2017-12-18,18931.204938959,57.17,$1379.30,6396.875
2017-12-19,17700.778424238,57.49,$1378.00,6396.875
2017-12-20,16599.691361082,58.09,$1383.40,6396.875
2017-12-21,15621.411719764,58.34,$1384.40,6396.875
2017-12-22,13693.825728522,58.25,$1392.60,6415.625
2017-12-23,14181.532063374,58.25,$1392.60,6415.625
2017-12-24,13812.876812572,58.25,$1392.60,6415.625
2017-12-25,13965.211657038,58.25,$1392.60,6415.625
2017-12-26,16101.495551933,59.55,$1401.30,6387.5
2017-12-27,15783.753081556,59.67,$1405.20,6387.5
2017-12-28,14432.831059998,59.84,$1411.00,6387.5
2017-12-29,14598.572319084,60.46,$1423.10,6402.083333333954
2017-12-30,12732.356011521,60.46,$1423.10,6402.083333333954
2017-12-31,14033.567993366,60.46,$1423.10,6402.083333333954
2018-01-01,13577.188554957,60.46,$1423.10,6410.416666666046
2018-01-02,14938.176676247,60.37,$1429.90,6410.416666666046
2018-01-03,15079.15218495,61.61,$1432.30,6410.416666666046
2018-01-04,15163.898947535,61.98,$1435.40,6425.0
2018-01-05,16989.161481747,61.49,$1436.10,6425.0
2018-01-06,17162.016412946,61.49,$1436.10,6425.0
2018-01-07,16515.287371965,61.49,$1436.10,6425.0
2018-01-08,15218.632857746,61.73,$1434.20,6375.0
2018-01-09,14710.596362322,62.92,$1427.50,6375.0
2018-01-10,15065.002517675,63.6,$1433.10,6375.0
2018-01-11,13501.981444344,63.81,$1436.30,6437.5
2018-01-12,14089.112033817,64.22,$1448.70,6437.5
2018-01-13,14552.77603151,64.22,$1448.70,6437.5
2018-01-14,13815.429666612,64.22,$1448.70,6375.0
2018-01-15,13769.216435276,64.22,$1448.70,6375.0
2018-01-16,11445.849644238,63.82,$1450.90,6375.0
2018-01-17,11139.592088881,63.92,$1453.00,6400.0
2018-01-18,11305.307396791,63.96,$1441.00,6400.0
2018-01-19,11517.129950568,63.38,$1446.90,6400.0
2018-01-20,12961.205660273,63.38,$1446.90,6439.583333332092
2018-01-21,11481.025132436,63.38,$1446.90,6439.583333332092
2018-01-22,10917.306414711,63.66,$1445.70,6439.583333332092
2018-01-23,10800.472615701,64.45,$1450.50,6397.916666667908
2018-01-24,10821.591111563,65.69,$1470.10,6397.916666667908
2018-01-25,11219.436704426,65.62,$1476.70,6397.916666667908
2018-01-26,11123.950152867,66.27,$1465.90,6387.5
2018-01-27,11446.468733025,66.27,$1465.90,6387.5
2018-01-28,11865.231885092,66.27,$1465.90,6387.5
2018-01-29,11348.083790888,65.71,$1454.10,6400.0
2018-01-30,10084.495241595,64.64,$1449.20,6400.0
2018-01-31,10236.675068931,64.82,$1452.80,6400.0
2018-02-01,9171.249368766,65.92,$1458.10,6400.0
2018-02-02,8768.328114939,65.5,$1447.50,6437.5
2018-02-03,9191.270887881,65.5,$1447.50,6437.5
2018-02-04,8256.583798421,65.5,$1447.50,6437.5
2018-02-05,6905.959542551,64.18,$1446.70,6400.0
2018-02-06,7768.942754801,63.48,$1439.70,6400.0
2018-02-07,7587.933554388,61.91,$1424.80,6400.0
2018-02-08,8256.155151159,61.3,$1429.20,6387.5
2018-02-09,8684.106762449,59.2,$1425.90,6387.5
2018-02-10,8624.238537612,59.2,$1425.90,6387.5
2018-02-11,8099.307365642,59.2,$1425.90,6387.5
2018-02-12,8863.25280634,59.41,$1436.60,6425.0
2018-02-13,8577.572063714,59.33,$1440.60,6425.0
2018-02-14,9505.15,60.7,$1468.20,6425.0
2018-02-15,10117.074989492,61.48,$1465.50,6387.5
2018-02-16,10245.308854663,61.89,$1466.40,6387.5
2018-02-17,11095.608602104,61.89,$1466.40,6387.5
2018-02-18,10576.175563517,61.89,$1466.40,6412.5
2018-02-19,11191.902658673,61.89,$1466.40,6412.5
2018-02-20,11446.215061411,61.91,$1441.40,6412.5
2018-02-21,10680.361706517,61.73,$1442.30,6412.5
2018-02-22,9987.171846325,62.72,$1442.90,6412.5
2018-02-23,10348.067628802,63.52,$1440.50,6412.5
2018-02-24,9843.276427204,63.52,$1440.50,6412.5
2018-02-25,9699.647408137,63.52,$1440.50,6387.5
2018-02-26,10371.772676836,63.81,$1443.00,6387.5
2018-02-27,10736.490533616,62.94,$1428.80,6387.5
2018-02-28,10412.024007874,61.43,$1428.10,6412.5
2018-03-01,10929.765497461,60.98,$1415.40,6412.5
2018-03-02,11095.091955664,61.19,$1433.60,6412.5
2018-03-03,11494.898944222,61.19,$1433.60,6437.5
2018-03-04,11516.383565834,61.19,$1433.60,6437.5
2018-03-05,11527.568787431,62.49,$1430.10,6437.5
2018-03-06,10697.57229427,62.54,$1445.40,6375.0
2018-03-07,9968.268316381,61.09,$1437.80,6375.0
2018-03-08,9433.592923413,60.13,$1431.90,6375.0
2018-03-09,9345.521676052,62.02,$1434.20,6375.0
2018-03-10,8894.85712022,62.02,$1434.20,6425.0
2018-03-11,9570.367448236,62.02,$1434.20,6425.0
2018-03-12,9216.378705589,61.35,$1431.00,6425.0
2018-03-13,9208.440502074,60.69,$1437.30,6407.8125
2018-03-14,8262.032897029,60.89,$1435.80,6407.8125
2018-03-15,8291.944665773,61.16,$1428.00,6407.8125
2018-03-16,8315.139162841,62.29,$1422.50,6407.8125
2018-03-17,7906.383969743,62.29,$1422.50,6404.6875
2018-03-18,8092.439641691,62.29,$1422.50,6404.6875
2018-03-19,8588.661985749,62.01,$1428.00,6404.6875
2018-03-20,8892.783654103,63.37,$1422.10,6412.5
2018-03-21,8978.018989541,65.1,$1431.70,6412.5
2018-03-22,8721.57,64.25,$1437.60,6412.5
2018-03-23,8865.051157414,65.8,$1460.10,6412.5
2018-03-24,8661.018753079,65.8,$1460.10,6394.270833332092
2018-03-25,8466.556129044,65.8,$1460.10,6394.270833332092
2018-03-26,8187.383924464,65.49,$1465.20,6394.270833332092
2018-03-27,7828.22173159,65.21,$1452.20,6418.229166667908
2018-03-28,7954.826953349,64.3,$1434.40,6418.229166667908
2018-03-29,7178.058622813,64.87,$1433.00,6418.229166667908
2018-03-30,6880.453143775,64.87,$1433.00,6418.229166667908
2018-03-31,6955.124517538,64.87,$1433.00,6412.5
2018-04-01,6830.630577316,64.87,$1433.00,6412.5
2018-04-02,7061.622525898,63.05,$1452.30,6412.5
2018-04-03,7454.691790393,63.41,$1442.70,6412.5
2018-04-04,6840.936109893,63.35,$1445.60,6412.5
2018-04-05,6819.726657106,63.53,$1433.90,6412.5
2018-04-06,6637.296686235,62.03,$1441.50,6390.625
2018-04-07,6894.151859073,62.03,$1441.50,6390.625
2018-04-08,7000.923354625,62.03,$1441.50,6390.625
2018-04-09,6772.871609032,63.4,$1445.50,6390.625
2018-04-10,6844.301557074,65.48,$1451.30,6409.375
2018-04-11,6932.843296341,66.81,$1465.40,6409.375
2018-04-12,7821.822516784,67.07,$1447.30,6409.375
2018-04-13,7866.931622664,67.35,$1453.30,6412.5
2018-04-14,7910.243775102,67.35,$1453.30,6412.5
2018-04-15,8301.987534486,67.35,$1453.30,6412.5
2018-04-16,8038.471104588,66.23,$1456.10,6387.5
2018-04-17,7889.503630474,66.5,$1454.90,6387.5
2018-04-18,8133.862763488,68.44,$1458.90,6387.5
2018-04-19,8280.643109928,68.3,$1454.20,6387.5
2018-04-20,8813.044081412,68.26,$1443.70,6387.5
2018-04-21,8884.348603911,68.26,$1443.70,6387.5
2018-04-22,8787.210205792,68.26,$1443.70,6387.5
2018-04-23,8924.023356307,67.61,$1429.40,6425.0
2018-04-24,9715.110087646,67.66,$1438.40,6425.0
2018-04-25,8846.751894883,68.0,$1428.20,6425.0
2018-04-26,9268.527836866,68.18,$1423.30,6387.5
2018-04-27,8974.089790534,68.11,$1428.80,6387.5
2018-04-28,9337.281362637,68.11,$1428.80,6387.5
2018-04-29,9413.40930469,68.11,$1428.80,6387.5
2018-04-30,9240.335679495,68.56,$1424.60,6412.5
2018-05-01,9096.810021871,67.28,$1412.20,6412.5
2018-05-02,9236.704388957,67.91,$1411.00,6412.5
2018-05-03,9769.29029264,68.45,$1418.10,6400.0
2018-05-04,9718.724265271,69.71,$1420.10,6400.0
2018-05-05,9864.060648696,69.71,$1420.10,6400.0
2018-05-06,9666.853489071,69.71,$1420.10,6400.0
2018-05-07,9372.87800412,70.74,$1419.50,6425.0
2018-05-08,9233.687914131,68.83,$1419.10,6425.0
2018-05-09,9327.374046577,71.16,$1418.40,6425.0
2018-05-10,9037.392111957,71.36,$1427.70,6434.375
2018-05-11,8422.663809755,70.69,$1426.10,6434.375
2018-05-12,8488.213129483,70.69,$1426.10,6434.375
2018-05-13,8699.820502933,70.69,$1426.10,6434.375
2018-05-14,8740.312767923,71.01,$1423.60,6415.625
2018-05-15,8515.70113433,71.34,$1395.70,6415.625
2018-05-16,8343.900225706,71.43,$1396.90,6415.625
2018-05-17,8088.947899194,71.47,$1394.80,6425.0
2018-05-18,8236.681883593,71.23,$1396.70,6425.0
2018-05-19,8225.333518556,71.23,$1396.70,6425.0
2018-05-20,8499.122900226,71.23,$1396.70,6400.0
2018-05-21,8399.115042185,72.26,$1396.30,6400.0
2018-05-22,8032.093710758,72.09,$1397.40,6400.0
2018-05-23,7570.538188039,71.85,$1395.00,6400.0
2018-05-24,7576.278751944,70.77,$1409.80,6409.895833332092
2018-05-25,7488.63722059,67.92,$1409.10,6409.895833332092
2018-05-26,7349.788651908,67.92,$1409.10,6409.895833332092
2018-05-27,7363.936760174,67.92,$1409.10,6390.104166667908
2018-05-28,7149.250597223,67.92,$1409.10,6390.104166667908
2018-05-29,7474.562016474,66.8,$1404.40,6390.104166667908
2018-05-30,7411.621917051,68.24,$1406.90,6400.0
2018-05-31,7504.038586976,66.98,$1405.50,6400.0
2018-06-01,7525.473796775,65.81,$1400.20,6400.0
2018-06-02,7588.637727714,65.81,$1400.20,6400.0
2018-06-03,7684.931799179,65.81,$1400.20,6400.0
2018-06-04,7505.890508055,64.76,$1398.50,6400.0
2018-06-05,7612.11517624,65.51,$1403.40,6400.0
2018-06-06,7577.593404507,64.75,$1402.60,6400.0
2018-06-07,7654.789136027,65.96,$1404.20,6400.0
2018-06-08,7622.637061001,65.77,$1403.90,6400.0
2018-06-09,7559.667408968,65.77,$1403.90,6400.0
2018-06-10,6797.078904208,65.77,$1403.90,6400.0
2018-06-11,6847.943670812,66.1,$1404.40,6400.0
2018-06-12,6558.514878298,66.38,$1400.60,6402.604166667908
2018-06-13,6308.396028075,66.63,$1402.50,6402.604166667908
2018-06-14,6649.438347225,66.91,$1409.50,6402.604166667908
2018-06-15,6473.773490579,65.01,$1379.70,6402.604166667908
2018-06-16,6505.755311335,65.01,$1379.70,6434.895833332092
2018-06-17,6461.213024688,65.01,$1379.70,6434.895833332092
2018-06-18,6700.596020849,65.91,$1381.30,6434.895833332092
2018-06-19,6722.636752661,65.09,$1379.80,6400.0
2018-06-20,6734.137827984,65.92,$1375.70,6400.0
2018-06-21,6711.941657499,65.68,$1371.70,6400.0
2018-06-22,6071.720089041,69.02,$1371.90,6387.5
2018-06-23,6156.30026398,69.02,$1371.90,6387.5
2018-06-24,6149.117943358,69.02,$1371.90,6387.5
2018-06-25,6238.074118939,69.91,$1370.10,6469.270833332092
2018-06-26,6103.030719908,75.23,$1361.10,6469.270833332092
2018-06-27,6108.694145794,77.41,$1357.30,6469.270833332092
2018-06-28,5912.435445858,73.45,$1352.20,6469.270833332092
2018-06-29,6127.560923281,74.13,$1355.70,6405.729166667908
2018-06-30,6376.564855317,74.13,$1355.70,6405.729166667908
2018-07-01,6364.401841845,74.13,$1355.70,6405.729166667908
